"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"4","GO203_1634","GO203_163610","Ronkonkoma","3610","0","98"
"4","GO203_1636","GO203_163611","Atlantic Terminal","3611","1","144"
"4","GO203_1634","GO203_163612","Farmingdale","3612","0","104"
"5","GO203_1634","GO203_163801","Penn Station","3801","1","123"
"5","GO203_1634","GO203_163804","Speonk","3804","0","145"
"6","GO203_1635","GO203_164100","Long Beach","4100","0","56"
"6","GO203_1635","GO203_164101","Penn Station","4101","1","59"
"6","GO203_1635","GO203_164102","Long Beach","4102","0","56"
"6","GO203_1635","GO203_164103","Penn Station","4103","1","59"
"6","GO203_1635","GO203_164104","Long Beach","4104","0","56"
"6","GO203_1635","GO203_164105","Penn Station","4105","1","59"
"6","GO203_1635","GO203_164106","Long Beach","4106","0","56"
"6","GO203_1635","GO203_164107","Penn Station","4107","1","59"
"10","GO203_1634","GO203_164801","Penn Station","4801","1","36"
"10","GO203_1634","GO203_164804","Port Jefferson","4804","0","47"
"10","GO203_1634","GO203_164806","Huntington","4806","0","91"
"10","GO203_1635","GO203_164900","Huntington","4900","0","91"
"1","GO203_1673","GO203_166000","Babylon","6000","0","5"
"1","GO203_1673","GO203_166001","Penn Station","6001","1","1"
"1","GO203_1673","GO203_166002","Babylon","6002","0","5"
"1","GO203_1673","GO203_166003","Penn Station","6003","1","2"
"1","GO203_1673","GO203_166004","Babylon","6004","0","5"
"1","GO203_1673","GO203_166005","Penn Station","6005","1","2"
"1","GO203_1673","GO203_166006","Babylon","6006","0","5"
"1","GO203_1673","GO203_166007","Penn Station","6007","1","2"
"1","GO203_1673","GO203_166008","Babylon","6008","0","5"
"1","GO203_1673","GO203_166009","Penn Station","6009","1","2"
